flightcompany,flighttype,flightclass,flightnumber,direction
BS                  ,G5L                 ,B                   ,HHG181              ,arrive
BS                  ,G5L                 ,B                   ,HHG201              ,depart
BS                  ,G5L                 ,B                   ,HHG202              ,arrive
BS                  ,G5L                 ,B                   ,HHG251              ,depart
BS                  ,G5L                 ,B                   ,HHG252              ,arrive
BS                  ,G5L                 ,B                   ,HHG301              ,depart
BS                  ,G5L                 ,B                   ,HHG302              ,arrive
BS                  ,G5L                 ,B                   ,HHG309              ,arrive
BS                  ,G5L                 ,B                   ,HHG351              ,depart
BS                  ,G5L                 ,B                   ,HHG352              ,arrive
BS                  ,G5L                 ,B                   ,HHG501              ,depart
BS                  ,G5L                 ,B                   ,HHG502              ,arrive
BS                  ,G5L                 ,B                   ,HHG521              ,depart
BS                  ,G5L                 ,B                   ,HHG522              ,arrive
BS                  ,G5L                 ,B                   ,HHG571              ,depart
BS                  ,G5L                 ,B                   ,HHG572              ,arrive
BS                  ,G5L                 ,B                   ,HHG591              ,depart
BS                  ,G5L                 ,B                   ,HHG592              ,arrive
BS                  ,G5L                 ,B                   ,HHG601              ,depart
BS                  ,G5L                 ,B                   ,HHG602              ,arrive
BS                  ,G5L                 ,B                   ,HHG800              ,arrive
BS                  ,G5L                 ,B                   ,HHG801              ,depart
BS                  ,G5L                 ,B                   ,HHG802              ,arrive
BS                  ,G5L                 ,B                   ,HHG881              ,arrive
BS                  ,G5L                 ,B                   ,HHG882              ,depart
BS                  ,G5L                 ,B                   ,HHG886              ,arrive
BS                  ,G5L                 ,B                   ,HL8200              ,arrive
BS                  ,G5L                 ,B                   ,HL8200              ,depart
BS                  ,G5L                 ,B                   ,IBG001              ,arrive
BS                  ,G5L                 ,B                   ,IBG001              ,depart
BS                  ,G5L                 ,B                   ,JAS914              ,arrive
BS                  ,G5L                 ,B                   ,JAS914              ,depart
BS                  ,G5L                 ,B                   ,JBE121              ,arrive
BS                  ,G5L                 ,B                   ,JBE301              ,depart
BS                  ,G5L                 ,B                   ,JBE381              ,depart
BS                  ,G5L                 ,B                   ,JBE621              ,depart
BS                  ,G5L                 ,B                   ,JBE622              ,arrive
BS                  ,G5L                 ,B                   ,MJC880              ,arrive
BS                  ,G5L                 ,B                   ,MJC881              ,depart
BS                  ,G5L                 ,B                   ,MJC882              ,depart
BS                  ,G5L                 ,B                   ,MJC883              ,arrive
BS                  ,G5L                 ,B                   ,N128GV              ,arrive
BS                  ,G5L                 ,B                   ,N128GV              ,depart
BS                  ,G5L                 ,B                   ,N129KC              ,arrive
BS                  ,G5L                 ,B                   ,N129KC              ,depart
BS                  ,G5L                 ,B                   ,N1777U              ,arrive
BS                  ,G5L                 ,B                   ,N1777U              ,depart
BS                  ,G5L                 ,B                   ,N222LX              ,arrive
BS                  ,G5L                 ,B                   ,N222LX              ,depart
BS                  ,G5L                 ,B                   ,N233LT              ,arrive
BS                  ,G5L                 ,B                   ,N233LT              ,depart
BS                  ,G5L                 ,B                   ,N280PH              ,arrive
BS                  ,G5L                 ,B                   ,N280PH              ,depart
BS                  ,G5L                 ,B                   ,N300A               ,arrive
BS                  ,G5L                 ,B                   ,N300A               ,depart
BS                  ,G5L                 ,B                   ,N312P               ,arrive
BS                  ,G5L                 ,B                   ,N312P               ,depart
BS                  ,G5L                 ,B                   ,N517DW              ,arrive
BS                  ,G5L                 ,B                   ,N517DW              ,depart
BS                  ,G5L                 ,B                   ,N550GS              ,arrive
BS                  ,G5L                 ,B                   ,N550GS              ,depart
BS                  ,G5L                 ,B                   ,N550JH              ,arrive
BS                  ,G5L                 ,B                   ,N550JH              ,depart
BS                  ,G5L                 ,B                   ,N63108              ,arrive
BS                  ,G5L                 ,B                   ,N63108              ,depart
BS                  ,G5L                 ,B                   ,N653MK              ,arrive
BS                  ,G5L                 ,B                   ,N653MK              ,depart
BS                  ,G5L                 ,B                   ,N688CB              ,arrive
BS                  ,G5L                 ,B                   ,N688CB              ,depart
BS                  ,G5L                 ,B                   ,N780E               ,arrive
BS                  ,G5L                 ,B                   ,N780E               ,depart
BS                  ,G5L                 ,B                   ,N888HK              ,arrive
BS                  ,G5L                 ,B                   ,N888HK              ,depart
BS                  ,G5L                 ,B                   ,N888HZ              ,arrive
BS                  ,G5L                 ,B                   ,N888HZ              ,depart
BS                  ,G5L                 ,B                   ,N88AY               ,arrive
BS                  ,G5L                 ,B                   ,N88AY               ,depart
BS                  ,G5L                 ,B                   ,N999FH              ,arrive
BS                  ,G5L                 ,B                   ,N999FH              ,depart
BS                  ,G5L                 ,B                   ,NSJ361              ,depart
BS                  ,G5L                 ,B                   ,NSJ530              ,depart
BS                  ,G5L                 ,B                   ,NSJ761              ,depart
BS                  ,G5L                 ,B                   ,NSJ766              ,arrive
BS                  ,G5L                 ,B                   ,NSJ781              ,depart
BS                  ,G5L                 ,B                   ,NSJ782              ,arrive
BS                  ,G5L                 ,B                   ,NSJ901              ,arrive
BS                  ,G5L                 ,B                   ,NSJ999              ,arrive
BS                  ,G5L                 ,B                   ,NSJ999              ,depart
BS                  ,G5L                 ,B                   ,TBJ89               ,arrive
BS                  ,G5L                 ,B                   ,TBJ89               ,depart
BS                  ,G5L                 ,B                   ,TXJ251              ,arrive
BS                  ,G5L                 ,B                   ,TXJ252              ,arrive
BS                  ,G5L                 ,B                   ,TXJ252              ,depart
BS                  ,G5L                 ,B                   ,TXJ253              ,depart
BS                  ,G5L                 ,B                   ,TXJ271              ,arrive
BS                  ,G5L                 ,B                   ,TXJ272              ,depart
BS                  ,G5L                 ,B                   ,XABUA               ,arrive
BS                  ,G5L                 ,B                   ,XABUA               ,depart
BS                  ,G65                 ,B                   ,8PASD               ,arrive
BS                  ,G65                 ,B                   ,8PASD               ,depart
BS                  ,G65                 ,B                   ,B2977               ,arrive
BS                  ,G65                 ,B                   ,B2977               ,depart
BS                  ,G65                 ,B                   ,B3271               ,arrive
BS                  ,G65                 ,B                   ,B3271               ,depart
BS                  ,G65                 ,B                   ,B3277               ,arrive
BS                  ,G65                 ,B                   ,B3277               ,depart
BS                  ,G65                 ,B                   ,B56789              ,arrive
BS                  ,G65                 ,B                   ,B56789              ,depart
BS                  ,G65                 ,B                   ,B602M               ,arrive
BS                  ,G65                 ,B                   ,B602M               ,depart
BS                  ,G65                 ,B                   ,B602N               ,arrive
BS                  ,G65                 ,B                   ,B602N               ,depart
BS                  ,G65                 ,B                   ,BKEY                ,arrive
BS                  ,G65                 ,B                   ,BKEY                ,depart
BS                  ,G65                 ,B                   ,HL8299              ,arrive
BS                  ,G65                 ,B                   ,HL8299              ,depart
BS                  ,G65                 ,B                   ,JAS61               ,arrive
BS                  ,G65                 ,B                   ,JAS61               ,depart
BS                  ,G65                 ,B                   ,LXA20U              ,arrive
BS                  ,G65                 ,B                   ,LXA20U              ,depart
BS                  ,G65                 ,B                   ,MGAGA               ,arrive
BS                  ,G65                 ,B                   ,MGAGA               ,depart
BS                  ,G65                 ,B                   ,MJSWB               ,arrive
BS                  ,G65                 ,B                   ,MJSWB               ,depart
BS                  ,G65                 ,B                   ,N113CS              ,arrive
BS                  ,G65                 ,B                   ,N113CS              ,depart
BS                  ,G65                 ,B                   ,N188W               ,arrive
BS                  ,G65                 ,B                   ,N188W               ,depart
BS                  ,G65                 ,B                   ,N1PG                ,arrive
BS                  ,G65                 ,B                   ,N1PG                ,depart
BS                  ,G65                 ,B                   ,N312ZW              ,arrive
BS                  ,G65                 ,B                   ,N312ZW              ,depart
BS                  ,G65                 ,B                   ,N4CP                ,arrive
BS                  ,G65                 ,B                   ,N4CP                ,depart
BS                  ,G65                 ,B                   ,N524EA              ,arrive
BS                  ,G65                 ,B                   ,N524EA              ,depart
BS                  ,G65                 ,B                   ,N650GU              ,arrive
BS                  ,G65                 ,B                   ,N650GU              ,depart
BS                  ,G65                 ,B                   ,N656TT              ,arrive
BS                  ,G65                 ,B                   ,N656TT              ,depart
BS                  ,G65                 ,B                   ,N65FG               ,arrive
BS                  ,G65                 ,B                   ,N65FG               ,depart
BS                  ,G65                 ,B                   ,N666FH              ,arrive
BS                  ,G65                 ,B                   ,N666FH              ,depart
BS                  ,G65                 ,B                   ,N666HD              ,arrive
BS                  ,G65                 ,B                   ,N666HD              ,depart
BS                  ,G65                 ,B                   ,N678GA              ,arrive
BS                  ,G65                 ,B                   ,N678GA              ,depart
BS                  ,G65                 ,B                   ,N6D                 ,arrive
BS                  ,G65                 ,B                   ,N6D                 ,depart
BS                  ,G65                 ,B                   ,N762MS              ,arrive
BS                  ,G65                 ,B                   ,N762MS              ,depart
BS                  ,G65                 ,B                   ,N805TM              ,arrive
BS                  ,G65                 ,B                   ,N805TM              ,depart
BS                  ,G65                 ,B                   ,N846CB              ,arrive
BS                  ,G65                 ,B                   ,N846CB              ,depart
BS                  ,G65                 ,B                   ,N858CG              ,arrive
BS                  ,G65                 ,B                   ,N858CG              ,depart
BS                  ,G65                 ,B                   ,N886WT              ,arrive
BS                  ,G65                 ,B                   ,N886WT              ,depart
BS                  ,G65                 ,B                   ,N889LM              ,arrive
BS                  ,G65                 ,B                   ,N889LM              ,depart
BS                  ,G65                 ,B                   ,N899YF              ,arrive
BS                  ,G65                 ,B                   ,N899YF              ,depart
BS                  ,G65                 ,B                   ,N950CM              ,arrive
BS                  ,G65                 ,B                   ,N950CM              ,depart
BS                  ,G65                 ,B                   ,N988HK              ,arrive
BS                  ,G65                 ,B                   ,N988HK              ,depart
BS                  ,G65                 ,B                   ,N999DF              ,arrive
BS                  ,G65                 ,B                   ,N999DF              ,depart
BS                  ,G65                 ,B                   ,QQE529              ,arrive
BS                  ,G65                 ,B                   ,QQE529              ,depart
BS                  ,G65                 ,B                   ,T7GTS               ,arrive
BS                  ,G65                 ,B                   ,T7GTS               ,depart
BS                  ,G65                 ,B                   ,TBJ72               ,arrive
BS                  ,G65                 ,B                   ,TBJ72               ,depart
BS                  ,G65                 ,B                   ,TBJ86               ,arrive
BS                  ,G65                 ,B                   ,TBJ86               ,depart
BS                  ,G65                 ,B                   ,TBJ92               ,arrive
BS                  ,G65                 ,B                   ,TBJ92               ,depart
BS                  ,G65                 ,B                   ,TBJ93               ,arrive
BS                  ,G65                 ,B                   ,TBJ93               ,depart
BS                  ,G65                 ,B                   ,TXJ771              ,arrive
BS                  ,G65                 ,B                   ,TXJ771              ,depart
BS                  ,G65                 ,B                   ,TXJ772              ,depart
BS                  ,G65                 ,B                   ,VPCML               ,arrive
BS                  ,G65                 ,B                   ,VPCML               ,depart
BS                  ,G65                 ,B                   ,VPCTS               ,arrive
BS                  ,G65                 ,B                   ,VPCTS               ,depart
BS                  ,G65                 ,B                   ,VPCZB               ,arrive
BS                  ,G65                 ,B                   ,VPCZB               ,depart
BS                  ,GB5                 ,C                   ,B602L               ,arrive
BS                  ,GB5                 ,C                   ,B602L               ,depart
BS                  ,GB5                 ,C                   ,BFY024R             ,arrive
BS                  ,GB5                 ,C                   ,BFY025R             ,depart
BS                  ,GB5                 ,C                   ,BFY142R             ,arrive
BS                  ,GB5                 ,C                   ,BFY143P             ,depart
BS                  ,GB5                 ,C                   ,BVR40               ,arrive
BS                  ,GB5                 ,C                   ,BVR40               ,depart
BS                  ,GB5                 ,C                   ,BWJ029              ,arrive
BS                  ,GB5                 ,C                   ,BWJ029              ,depart
BS                  ,GB5                 ,C                   ,BWJ555              ,arrive
BS                  ,GB5                 ,C                   ,BWJ555              ,depart
BS                  ,GB5                 ,C                   ,BWJ968              ,arrive
BS                  ,GB5                 ,C                   ,BWJ968              ,depart
BS                  ,GB5                 ,C                   ,EJM188              ,arrive
BS                  ,GB5                 ,C                   ,EJM188              ,depart
BS                  ,GB5                 ,C                   ,EJM938              ,arrive
BS                  ,GB5                 ,C                   ,EJM938              ,depart
BS                  ,GB5                 ,C                   ,EJM963              ,arrive
BS                  ,GB5                 ,C                   ,EJM963              ,depart
BS                  ,GB5                 ,C                   ,FGVMI               ,arrive
BS                  ,GB5                 ,C                   ,FGVMI               ,depart
BS                  ,GB5                 ,C                   ,HYR700A             ,arrive
BS                  ,GB5                 ,C                   ,HYR700A             ,depart
BS                  ,GB5                 ,C                   ,MAABG               ,arrive
BS                  ,GB5                 ,C                   ,MAABG               ,depart
BS                  ,GB5                 ,C                   ,MGSKY               ,arrive
BS                  ,GB5                 ,C                   ,MGSKY               ,depart
BS                  ,GB5                 ,C                   ,MHAWK               ,arrive
BS                  ,GB5                 ,C                   ,MHAWK               ,depart
BS                  ,GB5                 ,C                   ,MZT6086             ,arrive
BS                  ,GB5                 ,C                   ,MZT6087             ,depart
BS                  ,GB5                 ,C                   ,MZT6089             ,arrive
BS                  ,GB5                 ,C                   ,MZT6090             ,depart
BS                  ,GB5                 ,C                   ,MZT6091             ,arrive
BS                  ,GB5                 ,C                   ,MZT6092             ,depart
BS                  ,GB5                 ,C                   ,MZT6095             ,arrive
BS                  ,GB5                 ,C                   ,MZT6096             ,depart
BS                  ,GB5                 ,C                   ,MZT6098             ,arrive
BS                  ,GB5                 ,C                   ,MZT6099             ,depart
BS                  ,GB5                 ,C                   ,MZT6100             ,depart
BS                  ,GB5                 ,C                   ,MZT6101             ,arrive
BS                  ,GB5                 ,C                   ,MZT6106             ,arrive
BS                  ,GB5                 ,C                   ,MZT6107             ,depart
BS                  ,GB5                 ,C                   ,MZT6110             ,arrive
BS                  ,GB5                 ,C                   ,MZT6115             ,depart
BS                  ,GB5                 ,C                   ,N146QS              ,arrive
BS                  ,GB5                 ,C                   ,N146QS              ,depart
BS                  ,GB5                 ,C                   ,N194WF              ,arrive
BS                  ,GB5                 ,C                   ,N194WF              ,depart
BS                  ,GB5                 ,C                   ,N2QE                ,arrive
BS                  ,GB5                 ,C                   ,N2QE                ,depart
BS                  ,GB5                 ,C                   ,N3389H              ,arrive
BS                  ,GB5                 ,C                   ,N3389H              ,depart
BS                  ,GB5                 ,C                   ,N404NA              ,arrive
BS                  ,GB5                 ,C                   ,N404NA              ,depart
BS                  ,GB5                 ,C                   ,N808GL              ,arrive
BS                  ,GB5                 ,C                   ,N808GL              ,depart
BS                  ,GB5                 ,C                   ,N889ST              ,arrive
BS                  ,GB5                 ,C                   ,N889ST              ,depart
BS                  ,GB5                 ,C                   ,N8998K              ,arrive
BS                  ,GB5                 ,C                   ,N8998K              ,depart
BS                  ,GB5                 ,C                   ,N899CH              ,arrive
BS                  ,GB5                 ,C                   ,N899CH              ,depart
BS                  ,GB5                 ,C                   ,N902MY              ,arrive
BS                  ,GB5                 ,C                   ,N902MY              ,depart
BS                  ,GB5                 ,C                   ,N968BX              ,arrive
BS                  ,GB5                 ,C                   ,N968BX              ,depart
BS                  ,GB5                 ,C                   ,SVW48ML             ,arrive
BS                  ,GB5                 ,C                   ,SVW48ML             ,depart
BS                  ,GB5                 ,C                   ,T7LRW               ,arrive
BS                  ,GB5                 ,C                   ,T7LRW               ,depart
BS                  ,GB5                 ,C                   ,TBJ20               ,arrive
BS                  ,GB5                 ,C                   ,TBJ20               ,depart
BS                  ,GB5                 ,C                   ,TBJ62               ,arrive
BS                  ,GB5                 ,C                   ,TBJ62               ,depart
BS                  ,GB5                 ,C                   ,TBJ67               ,arrive
BS                  ,GB5                 ,C                   ,TBJ67               ,depart
BS                  ,GB5                 ,C                   ,TBJ78               ,arrive
BS                  ,GB5                 ,C                   ,TBJ78               ,depart
BS                  ,GB5                 ,C                   ,TBJ83               ,arrive
BS                  ,GB5                 ,C                   ,TBJ83               ,depart
BS                  ,GB5                 ,C                   ,VJT895              ,arrive
BS                  ,GB5                 ,C                   ,VJT895              ,depart
BS                  ,GB5                 ,C                   ,VJT953              ,arrive
BS                  ,GB5                 ,C                   ,VJT953              ,depart
BS                  ,GB5                 ,C                   ,VJT981              ,arrive
BS                  ,GB5                 ,C                   ,VJT981              ,depart
BS                  ,GB5                 ,C                   ,VPCCK               ,arrive
BS                  ,GB5                 ,C                   ,VPCCK               ,depart
BS                  ,GB5                 ,C                   ,VPCTP               ,arrive
BS                  ,GB5                 ,C                   ,VPCTP               ,depart
BS                  ,GB5                 ,C                   ,VPCYG               ,arrive
BS                  ,GB5                 ,C                   ,VPCYG               ,depart
BS                  ,GB6                 ,C                   ,B3246               ,arrive
BS                  ,GB6                 ,C                   ,B3246               ,depart
BS                  ,GB6                 ,C                   ,B8195               ,arrive
BS                  ,GB6                 ,C                   ,B8195               ,depart
BS                  ,GB6                 ,C                   ,B96999              ,arrive
BS                  ,GB6                 ,C                   ,B96999              ,depart
BS                  ,GB6                 ,C                   ,B98888              ,arrive
BS                  ,GB6                 ,C                   ,B98888              ,depart
BS                  ,GB6                 ,C                   ,BVR50               ,arrive
BS                  ,GB6                 ,C                   ,BVR50               ,depart
BS                  ,GB6                 ,C                   ,BWJ333              ,arrive
BS                  ,GB6                 ,C                   ,BWJ333              ,depart
BS                  ,GB6                 ,C                   ,BWJ888              ,arrive
BS                  ,GB6                 ,C                   ,BWJ888              ,depart
BS                  ,GB6                 ,C                   ,EAU39S              ,arrive
BS                  ,GB6                 ,C                   ,EAU39S              ,depart
BS                  ,GB6                 ,C                   ,EAU39SA             ,depart
BS                  ,GB6                 ,C                   ,MAATD               ,arrive
BS                  ,GB6                 ,C                   ,MAATD               ,depart
BS                  ,GB6                 ,C                   ,MJF6T               ,arrive
BS                  ,GB6                 ,C                   ,MJF6T               ,depart
BS                  ,GB6                 ,C                   ,MLLIN               ,arrive
BS                  ,GB6                 ,C                   ,MLLIN               ,depart
BS                  ,GB6                 ,C                   ,MNAME               ,arrive
BS                  ,GB6                 ,C                   ,MNAME               ,depart
BS                  ,GB6                 ,C                   ,MZT8236             ,arrive
BS                  ,GB6                 ,C                   ,MZT8239             ,depart
BS                  ,GB6                 ,C                   ,MZT8240             ,arrive
BS                  ,GB6                 ,C                   ,MZT8241             ,depart
BS                  ,GB6                 ,C                   ,MZT8245             ,arrive
BS                  ,GB6                 ,C                   ,MZT8246             ,depart
BS                  ,GB6                 ,C                   ,MZT8247             ,arrive
BS                  ,GB6                 ,C                   ,MZT8248             ,depart
BS                  ,GB6                 ,C                   ,MZT8250             ,depart
BS                  ,GB6                 ,C                   ,MZT8252             ,arrive
BS                  ,GB6                 ,C                   ,MZT8253             ,arrive
BS                  ,GB6                 ,C                   ,MZT8255             ,depart
BS                  ,GB6                 ,C                   ,MZT8256             ,arrive
BS                  ,GB6                 ,C                   ,MZT8257             ,depart
BS                  ,GB6                 ,C                   ,N112MY              ,arrive
BS                  ,GB6                 ,C                   ,N112MY              ,depart
BS                  ,GB6                 ,C                   ,N115TR              ,arrive
BS                  ,GB6                 ,C                   ,N115TR              ,depart
BS                  ,GB6                 ,C                   ,N137BB              ,arrive
BS                  ,GB6                 ,C                   ,N137BB              ,depart
BS                  ,GB6                 ,C                   ,N163GF              ,arrive
BS                  ,GB6                 ,C                   ,N163GF              ,depart
BS                  ,GB6                 ,C                   ,N1868M              ,arrive
BS                  ,GB6                 ,C                   ,N1868M              ,depart
BS                  ,GB6                 ,C                   ,N1955M              ,arrive
BS                  ,GB6                 ,C                   ,N1955M              ,depart
BS                  ,GB6                 ,C                   ,N60XC               ,arrive
BS                  ,GB6                 ,C                   ,N60XC               ,depart
BS                  ,GB6                 ,C                   ,N668JS              ,arrive
BS                  ,GB6                 ,C                   ,N668JS              ,depart
BS                  ,GB6                 ,C                   ,N97DQ               ,arrive
BS                  ,GB6                 ,C                   ,N97DQ               ,depart
BS                  ,GB6                 ,C                   ,T7CAM               ,arrive
BS                  ,GB6                 ,C                   ,T7CAM               ,depart
BS                  ,GB6                 ,C                   ,TBJ17               ,arrive
BS                  ,GB6                 ,C                   ,TBJ17               ,depart
BS                  ,GB6                 ,C                   ,TBJ69               ,arrive
BS                  ,GB6                 ,C                   ,TBJ69               ,depart
BS                  ,GB6                 ,C                   ,TBJ77               ,arrive
BS                  ,GB6                 ,C                   ,TBJ77               ,depart
BS                  ,GB6                 ,C                   ,TBJ80               ,arrive
BS                  ,GB6                 ,C                   ,TBJ80               ,depart
BS                  ,GB6                 ,C                   ,TBJ82               ,arrive
BS                  ,GB6                 ,C                   ,TBJ82               ,depart
BS                  ,GB6                 ,C                   ,TBJ91               ,arrive
BS                  ,GB6                 ,C                   ,TBJ91               ,depart
BS                  ,GB6                 ,C                   ,VJT916              ,arrive
BS                  ,GB6                 ,C                   ,VJT916              ,depart
BS                  ,GB6                 ,C                   ,VJT965              ,arrive
BS                  ,GB6                 ,C                   ,VJT965              ,depart
BS                  ,GB6                 ,C                   ,VPCEJ               ,arrive
BS                  ,GB6                 ,C                   ,VPCEJ               ,depart
BS                  ,GB6                 ,C                   ,VQBKI               ,arrive
BS                  ,GB6                 ,C                   ,VQBKI               ,depart
BS                  ,GB6                 ,C                   ,WFH701              ,arrive
BS                  ,GB6                 ,C                   ,WFH701              ,depart
BS                  ,GB6                 ,C                   ,WFH781              ,arrive
BS                  ,GB6                 ,C                   ,WFH781              ,depart
BS                  ,LRJ                 ,B                   ,B3926               ,arrive
BS                  ,LRJ                 ,B                   ,B3926               ,depart
BS                  ,LRJ                 ,B                   ,ICU230              ,arrive
BS                  ,LRJ                 ,B                   ,ICU231              ,depart
BS                  ,LRJ                 ,B                   ,ICU232              ,arrive
BS                  ,LRJ                 ,B                   ,ICU233              ,depart
BS                  ,LRJ                 ,B                   ,ICU632              ,arrive
BS                  ,LRJ                 ,B                   ,ICU633              ,depart
BS                  ,LRJ                 ,B                   ,MEDIC45             ,arrive
BS                  ,LRJ                 ,B                   ,MEDIC45             ,depart
BS                  ,RJ9                 ,C                   ,BWJ999              ,arrive
BS                  ,RJ9                 ,C                   ,BWJ999              ,depart
BS                  ,RJ9                 ,C                   ,JBE101              ,arrive
BS                  ,RJ9                 ,C                   ,JBE501              ,depart
BS                  ,RJ9                 ,C                   ,JBE701              ,depart
BS                  ,RJ9                 ,C                   ,JBE703              ,arrive
BS                  ,RJ9                 ,C                   ,N889ML              ,arrive
BS                  ,RJ9                 ,C                   ,N889ML              ,depart
BS                  ,TU2                 ,C                   ,RA64010             ,arrive
BS                  ,TU2                 ,C                   ,RA64010             ,depart
BS                  ,TU3                 ,C                   ,KSM9611             ,arrive
BS                  ,TU3                 ,C                   ,KSM9612             ,depart
CA                  ,20N                 ,C                   ,CA4161              ,arrive
CA                  ,20N                 ,C                   ,CA4162              ,depart
CA                  ,21N                 ,C                   ,CA084               ,arrive
CA                  ,21N                 ,C                   ,CA1335              ,depart
CA                  ,21N                 ,C                   ,CA1336              ,arrive
CA                  ,21N                 ,C                   ,CA1504              ,arrive
CA                  ,21N                 ,C                   ,CA1817              ,depart
CA                  ,319                 ,C                   ,CA097               ,arrive
CA                  ,319                 ,C                   ,CA098               ,arrive
CA                  ,319                 ,C                   ,CA098               ,depart
CA                  ,319                 ,C                   ,CA1111              ,depart
CA                  ,319                 ,C                   ,CA1207              ,depart
CA                  ,319                 ,C                   ,CA1222              ,arrive
CA                  ,319                 ,C                   ,CA1228              ,arrive
CA                  ,319                 ,C                   ,CA1239              ,depart
CA                  ,319                 ,C                   ,CA1240              ,arrive
CA                  ,319                 ,C                   ,CA1262              ,arrive
CA                  ,319                 ,C                   ,CA1264              ,arrive
CA                  ,319                 ,C                   ,CA1277              ,depart
CA                  ,319                 ,C                   ,CA1278              ,arrive
CA                  ,319                 ,C                   ,CA1326              ,arrive
CA                  ,319                 ,C                   ,CA1419              ,depart
CA                  ,319                 ,C                   ,CA1420              ,arrive
CA                  ,319                 ,C                   ,CA1469              ,depart
CA                  ,319                 ,C                   ,CA1470              ,arrive
CA                  ,319                 ,C                   ,CA1497              ,depart
CA                  ,319                 ,C                   ,CA1498              ,arrive
CA                  ,319                 ,C                   ,CA1545              ,depart
CA                  ,319                 ,C                   ,CA1618              ,arrive
CA                  ,319                 ,C                   ,CA1626              ,arrive
CA                  ,319                 ,C                   ,CA1630              ,arrive
CA                  ,319                 ,C                   ,CA1636              ,arrive
CA                  ,319                 ,C                   ,CA1715              ,arrive
CA                  ,319                 ,C                   ,CA1716              ,depart
CA                  ,319                 ,C                   ,CA1823              ,depart
CA                  ,319                 ,C                   ,CA1824              ,arrive
CA                  ,319                 ,C                   ,CA1882              ,arrive
CA                  ,319                 ,C                   ,CA1957              ,arrive
CA                  ,319                 ,C                   ,CA4111              ,arrive
CA                  ,319                 ,C                   ,CA4112              ,depart
CA                  ,319                 ,C                   ,CA4125              ,depart
CA                  ,319                 ,C                   ,CA4126              ,arrive
CA                  ,320                 ,C                   ,CA1207              ,depart
CA                  ,320                 ,C                   ,CA1213              ,depart
CA                  ,320                 ,C                   ,CA1222              ,arrive
CA                  ,320                 ,C                   ,CA1228              ,arrive
CA                  ,320                 ,C                   ,CA1240              ,arrive
CA                  ,320                 ,C                   ,CA1262              ,arrive
CA                  ,320                 ,C                   ,CA1273              ,depart
CA                  ,320                 ,C                   ,CA1274              ,arrive
CA                  ,320                 ,C                   ,CA1277              ,depart
CA                  ,320                 ,C                   ,CA1278              ,arrive
CA                  ,320                 ,C                   ,CA1326              ,arrive
CA                  ,320                 ,C                   ,CA1333              ,depart
CA                  ,320                 ,C                   ,CA1334              ,arrive
CA                  ,320                 ,C                   ,CA1366              ,arrive
CA                  ,320                 ,C                   ,CA1403              ,depart
CA                  ,320                 ,C                   ,CA1466              ,arrive
CA                  ,320                 ,C                   ,CA1469              ,depart
CA                  ,320                 ,C                   ,CA1497              ,depart
CA                  ,320                 ,C                   ,CA1498              ,arrive
CA                  ,320                 ,C                   ,CA1504              ,arrive
CA                  ,320                 ,C                   ,CA1538              ,arrive
CA                  ,320                 ,C                   ,CA1545              ,depart
CA                  ,320                 ,C                   ,CA1575              ,depart
CA                  ,320                 ,C                   ,CA1591              ,depart
CA                  ,320                 ,C                   ,CA1592              ,arrive
CA                  ,320                 ,C                   ,CA1621              ,depart
CA                  ,320                 ,C                   ,CA1622              ,arrive
CA                  ,320                 ,C                   ,CA1626              ,arrive
CA                  ,320                 ,C                   ,CA1715              ,arrive
CA                  ,320                 ,C                   ,CA1804D             ,arrive
CA                  ,320                 ,C                   ,CA1882              ,arrive
CA                  ,320                 ,C                   ,CA4111              ,arrive
CA                  ,320                 ,C                   ,CA4112              ,depart
CA                  ,320                 ,C                   ,CA4119              ,arrive
CA                  ,320                 ,C                   ,CA4161              ,arrive
CA                  ,320                 ,C                   ,CA4162              ,depart
CA                  ,320                 ,C                   ,CA4165              ,arrive
CA                  ,320                 ,C                   ,CA4166              ,depart
CA                  ,320                 ,C                   ,CA4171              ,arrive
CA                  ,320                 ,C                   ,CA4173              ,arrive
CA                  ,320                 ,C                   ,CA4194              ,depart
CA                  ,320                 ,C                   ,CA8201              ,arrive
CA                  ,320                 ,C                   ,CA8202              ,depart
CA                  ,320                 ,C                   ,CA8203              ,arrive
CA                  ,320                 ,C                   ,CA8208              ,depart
CA                  ,320                 ,C                   ,CA8209              ,arrive
CA                  ,320                 ,C                   ,CA8211              ,arrive
CA                  ,320                 ,C                   ,CA8212              ,depart
CA                  ,320                 ,C                   ,CA8213              ,arrive
CA                  ,320                 ,C                   ,CA8214              ,depart
CA                  ,320                 ,C                   ,CA8215              ,arrive
CA                  ,320                 ,C                   ,CA8216              ,depart
CA                  ,321                 ,C                   ,CA081               ,depart
CA                  ,321                 ,C                   ,CA082               ,arrive
CA                  ,321                 ,C                   ,CA101               ,depart
CA                  ,321                 ,C                   ,CA102               ,arrive
CA                  ,321                 ,C                   ,CA108               ,arrive
CA                  ,321                 ,C                   ,CA1111              ,depart
CA                  ,321                 ,C                   ,CA1112              ,arrive
CA                  ,321                 ,C                   ,CA1115              ,depart
CA                  ,321                 ,C                   ,CA1116              ,arrive
CA                  ,321                 ,C                   ,CA1117              ,depart
CA                  ,321                 ,C                   ,CA1118              ,arrive
