rownum,flightcompany,flighttype,flightclass,flightnumber,apron,stand,rdy,direction,runway,terminal
5524,CA                  ,738,C                   ,CA1218              ,P5                  ,564,2018/9/13 12:10,arrive,1,T3C
5525,CZ                  ,332,E                   ,CZ3174              ,P8                  ,811,2018/9/13 12:15,arrive,36L                 ,T2
5526,CA                  ,738,C                   ,CA1614              ,P4                  ,460,2018/9/13 12:15,arrive,1,T3C
5527,MU                  ,738,C                   ,MU5491              ,P2                  ,253,2018/9/13 12:15,depart,36L                 ,T2
5528,CA                  ,738,C                   ,CA1880              ,P3                  ,358,2018/9/13 12:20,arrive,1,T3C
5529,MU                  ,333,E                   ,MU5105              ,P8                  ,807,2018/9/13 12:25,arrive,1,T2
5530,CZ                  ,789,E                   ,CZ3102              ,P8                  ,808,2018/9/13 12:30,depart,36L                 ,T2
5531,HU                  ,332,E                   ,HU7709              ,PW2                 ,W209                ,2018/9/13 12:30,depart,36L                 ,T2
5532,CZ                  ,738,C                   ,CZ6026              ,P8                  ,803,2018/9/13 12:40,arrive,36L                 ,T2
5533,CA                  ,74Y                 ,E                   ,CA1042              ,PN2                 ,N204                ,2018/9/13 12:50,arrive,36L                 ,T3C
5534,FM                  ,738,C                   ,FM9157              ,P8                  ,815,2018/9/13 12:50,arrive,36L                 ,T2
5535,MU                  ,333,E                   ,MU2108              ,P8                  ,810,2018/9/13 12:50,depart,36L                 ,T2
5536,HU                  ,333,E                   ,HU7182              ,PN2                 ,N208                ,2018/9/13 12:50,depart,36R                 ,T2
5537,MU                  ,321,C                   ,MU271               ,P8                  ,805,2018/9/13 12:55,depart,36R                 ,T2
5538,CZ                  ,320,C                   ,CZ6994              ,P7                  ,735,2018/9/13 12:55,arrive,36L                 ,T2
5539,HU                  ,332,E                   ,HU7130              ,P7                  ,709,2018/9/13 12:55,arrive,1,T2
5540,CZ                  ,738,C                   ,CZ6907              ,P7                  ,733,2018/9/13 13:05,arrive,36L                 ,T2
5541,CA                  ,332,E                   ,CA722               ,P5                  ,563,2018/9/13 13:05,arrive,36L                 ,T3E
5542,CA                  ,7M8                 ,C                   ,CA1344              ,P3                  ,354,2018/9/13 13:10,arrive,1,T3C
5543,MU                  ,321,C                   ,MU5695              ,P8                  ,802,2018/9/13 13:10,depart,36L                 ,T2
5544,CZ                  ,773,E                   ,CZ3121              ,P7                  ,702,2018/9/13 13:15,arrive,36L                 ,T2
5545,JD                  ,G5L                 ,B                   ,JD692               ,P62                 ,627,2018/9/13 13:15,arrive,,T1
