id,flightcompany,flightnumber,flighttype,飞机编号,座位数,执飞飞机,日期,始发,计划到达,实际到达,计划起飞,实际起飞,航站楼,登机口,出口,方式,行李转盘,tag,频率,承运方
1465,CA                  ,CA1352              ,773,,,,,,,,,,,,,,,1,,
1466,CA                  ,CA1352              ,789,,,,,,,,,,,,,,,1,,
1467,CA                  ,CA1353              ,321,,,,,,,,,,,,,,,1,,
1468,CA                  ,CA1353              ,332,,,,,,,,,,,,,,,1,,
1469,CA                  ,CA1353              ,333,,,,,,,,,,,,,,,1,,
1470,CA                  ,CA1353              ,738,,,,,,,,,,,,,,,1,,
1471,CA                  ,CA1353              ,773,,,,,,,,,,,,,,,1,,
1472,CA                  ,CA1354              ,321,,,,,,,,,,,,,,,1,,
1473,CA                  ,CA1354              ,332,,,,,,,,,,,,,,,1,,
1474,CA                  ,CA1354              ,333,,,,,,,,,,,,,,,1,,
1475,CA                  ,CA1354              ,738,,,,,,,,,,,,,,,1,,
1476,CA                  ,CA1354              ,773,,,,,,,,,,,,,,,1,,
1477,CA                  ,CA1354D             ,321,,,,,,,,,,,,,,,1,,
1478,CA                  ,CA1355              ,321,,,,,,,,,,,,,,,1,,
1479,CA                  ,CA1355              ,332,,,,,,,,,,,,,,,1,,
1480,CA                  ,CA1355              ,333,,,,,,,,,,,,,,,1,,
1481,CA                  ,CA1355              ,738,,,,,,,,,,,,,,,1,,
1482,CA                  ,CA1355              ,773,,,,,,,,,,,,,,,1,,
1483,CA                  ,CA1356              ,321,,,,,,,,,,,,,,,1,,
1484,CA                  ,CA1356              ,332,,,,,,,,,,,,,,,1,,
1485,CA                  ,CA1356              ,333,,,,,,,,,,,,,,,1,,
1486,CA                  ,CA1356              ,738,,,,,,,,,,,,,,,1,,
1487,CA                  ,CA1356              ,773,,,,,,,,,,,,,,,1,,
1488,CA                  ,CA1357              ,321,,,,,,,,,,,,,,,1,,
1489,CA                  ,CA1357              ,332,,,,,,,,,,,,,,,1,,
1490,CA                  ,CA1357              ,333,,,,,,,,,,,,,,,1,,
1491,CA                  ,CA1357              ,738,,,,,,,,,,,,,,,1,,
1492,CA                  ,CA1357              ,773,,,,,,,,,,,,,,,1,,
1493,CA                  ,CA1357              ,789,,,,,,,,,,,,,,,1,,
1494,CA                  ,CA1357              ,7M8                 ,,,,,,,,,,,,,,,1,,
1495,CA                  ,CA1358              ,321,,,,,,,,,,,,,,,1,,
1496,CA                  ,CA1358              ,332,,,,,,,,,,,,,,,1,,
1497,CA                  ,CA1358              ,333,,,,,,,,,,,,,,,1,,
1498,CA                  ,CA1358              ,738,,,,,,,,,,,,,,,1,,
1499,CA                  ,CA1358              ,773,,,,,,,,,,,,,,,1,,
1500,CA                  ,CA1358              ,789,,,,,,,,,,,,,,,1,,
1501,CA                  ,CA1358              ,7M8                 ,,,,,,,,,,,,,,,1,,
1502,CA                  ,CA1358D             ,332,,,,,,,,,,,,,,,1,,
1503,CA                  ,CA1358D             ,333,,,,,,,,,,,,,,,1,,
1504,CA                  ,CA1359              ,738,,,,,,,,,,,,,,,1,,
1505,CA                  ,CA135T              ,321,,,,,,,,,,,,,,,1,,
1506,CA                  ,CA136               ,321,,,,,,,,,,,,,,,1,,
1507,CA                  ,CA136               ,738,,,,,,,,,,,,,,,1,,
1508,CA                  ,CA1360              ,738,,,,,,,,,,,,,,,1,,
1509,CA                  ,CA1361              ,321,,,,,,,,,,,,,,,1,,
1510,CA                  ,CA1361              ,332,,,,,,,,,,,,,,,1,,
1511,CA                  ,CA1361              ,333,,,,,,,,,,,,,,,1,,
1512,CA                  ,CA1361              ,738,,,,,,,,,,,,,,,1,,
1513,CA                  ,CA1362              ,321,,,,,,,,,,,,,,,1,,
1514,CA                  ,CA1362              ,332,,,,,,,,,,,,,,,1,,
1515,CA                  ,CA1362              ,333,,,,,,,,,,,,,,,1,,
1516,CA                  ,CA1362              ,738,,,,,,,,,,,,,,,1,,
1517,CA                  ,CA1363              ,319,,,,,,,,,,,,,,,1,,
1518,CA                  ,CA1363              ,321,,,,,,,,,,,,,,,1,,
1519,CA                  ,CA1363              ,332,,,,,,,,,,,,,,,1,,
1520,CA                  ,CA1363              ,333,,,,,,,,,,,,,,,1,,
1521,CA                  ,CA1363              ,738,,,,,,,,,,,,,,,1,,
1522,CA                  ,CA1363              ,7M8                 ,,,,,,,,,,,,,,,1,,
1523,CA                  ,CA1364              ,319,,,,,,,,,,,,,,,1,,
1524,CA                  ,CA1364              ,321,,,,,,,,,,,,,,,1,,
1525,CA                  ,CA1364              ,332,,,,,,,,,,,,,,,1,,
1526,CA                  ,CA1364              ,333,,,,,,,,,,,,,,,1,,
1527,CA                  ,CA1364              ,738,,,,,,,,,,,,,,,1,,
1528,CA                  ,CA1364              ,7M8                 ,,,,,,,,,,,,,,,1,,
1529,CA                  ,CA1365              ,320,,,,,,,,,,,,,,,1,,
1530,CA                  ,CA1365              ,321,,,,,,,,,,,,,,,1,,
1531,CA                  ,CA1365              ,332,,,,,,,,,,,,,,,1,,
1532,CA                  ,CA1365              ,333,,,,,,,,,,,,,,,1,,
1533,CA                  ,CA1365              ,359,,,,,,,,,,,,,,,1,,
1534,CA                  ,CA1365              ,738,,,,,,,,,,,,,,,1,,
1535,CA                  ,CA1365              ,773,,,,,,,,,,,,,,,1,,
1536,CA                  ,CA1365              ,789,,,,,,,,,,,,,,,1,,
1537,CA                  ,CA1366              ,320,,,,,,,,,,,,,,,1,,
1538,CA                  ,CA1366              ,321,,,,,,,,,,,,,,,1,,
1539,CA                  ,CA1366              ,332,,,,,,,,,,,,,,,1,,
1540,CA                  ,CA1366              ,333,,,,,,,,,,,,,,,1,,
1541,CA                  ,CA1366              ,359,,,,,,,,,,,,,,,1,,
1542,CA                  ,CA1366              ,738,,,,,,,,,,,,,,,1,,
1543,CA                  ,CA1366              ,773,,,,,,,,,,,,,,,1,,
1544,CA                  ,CA1366              ,789,,,,,,,,,,,,,,,1,,
1545,CA                  ,CA1366D             ,321,,,,,,,,,,,,,,,1,,
1546,CA                  ,CA1367              ,321,,,,,,,,,,,,,,,1,,
1547,CA                  ,CA1367              ,332,,,,,,,,,,,,,,,1,,
1548,CA                  ,CA1367              ,333,,,,,,,,,,,,,,,1,,
1549,CA                  ,CA1367              ,738,,,,,,,,,,,,,,,1,,
1550,CA                  ,CA1367              ,773,,,,,,,,,,,,,,,1,,
1551,CA                  ,CA1367              ,789,,,,,,,,,,,,,,,1,,
1552,CA                  ,CA1367              ,7M8                 ,,,,,,,,,,,,,,,1,,
1553,CA                  ,CA1368              ,321,,,,,,,,,,,,,,,1,,
1554,CA                  ,CA1368              ,332,,,,,,,,,,,,,,,1,,
1555,CA                  ,CA1368              ,333,,,,,,,,,,,,,,,1,,
1556,CA                  ,CA1368              ,738,,,,,,,,,,,,,,,1,,
1557,CA                  ,CA1368              ,773,,,,,,,,,,,,,,,1,,
1558,CA                  ,CA1368              ,789,,,,,,,,,,,,,,,1,,
1559,CA                  ,CA1368              ,7M8                 ,,,,,,,,,,,,,,,1,,
1560,CA                  ,CA1369              ,321,,,,,,,,,,,,,,,1,,
1561,CA                  ,CA1369              ,332,,,,,,,,,,,,,,,1,,
1562,CA                  ,CA1369              ,333,,,,,,,,,,,,,,,1,,
1563,CA                  ,CA1369              ,738,,,,,,,,,,,,,,,1,,
1564,CA                  ,CA1369              ,773,,,,,,,,,,,,,,,1,,
1565,CA                  ,CA136Z              ,738,,,,,,,,,,,,,,,1,,
1566,CA                  ,CA137               ,738,,,,,,,,,,,,,,,1,,
1567,CA                  ,CA1370              ,321,,,,,,,,,,,,,,,1,,
1568,CA                  ,CA1370              ,332,,,,,,,,,,,,,,,1,,
1569,CA                  ,CA1370              ,333,,,,,,,,,,,,,,,1,,
1570,CA                  ,CA1370              ,738,,,,,,,,,,,,,,,1,,
1571,CA                  ,CA1370              ,773,,,,,,,,,,,,,,,1,,
1572,CA                  ,CA1373              ,321,,,,,,,,,,,,,,,1,,
1573,CA                  ,CA1373              ,332,,,,,,,,,,,,,,,1,,
1574,CA                  ,CA1373              ,333,,,,,,,,,,,,,,,1,,
1575,CA                  ,CA1373              ,738,,,,,,,,,,,,,,,1,,
1576,CA                  ,CA1374              ,321,,,,,,,,,,,,,,,1,,
1577,CA                  ,CA1374              ,332,,,,,,,,,,,,,,,1,,
1578,CA                  ,CA1374              ,333,,,,,,,,,,,,,,,1,,
1579,CA                  ,CA1374              ,738,,,,,,,,,,,,,,,1,,
1580,CA                  ,CA1377              ,321,,,,,,,,,,,,,,,1,,
1581,CA                  ,CA1377              ,333,,,,,,,,,,,,,,,1,,
1582,CA                  ,CA1377              ,738,,,,,,,,,,,,,,,1,,
1583,CA                  ,CA1377              ,773,,,,,,,,,,,,,,,1,,
1584,CA                  ,CA1378              ,321,,,,,,,,,,,,,,,1,,
1585,CA                  ,CA1378              ,333,,,,,,,,,,,,,,,1,,
1586,CA                  ,CA1378              ,738,,,,,,,,,,,,,,,1,,
1587,CA                  ,CA1378              ,773,,,,,,,,,,,,,,,1,,
1588,CA                  ,CA137A              ,738,,,,,,,,,,,,,,,1,,
1589,CA                  ,CA138               ,738,,,,,,,,,,,,,,,1,,
1590,CA                  ,CA1383              ,321,,,,,,,,,,,,,,,1,,
1591,CA                  ,CA1383              ,332,,,,,,,,,,,,,,,1,,
1592,CA                  ,CA1383              ,333,,,,,,,,,,,,,,,1,,
1593,CA                  ,CA1383              ,738,,,,,,,,,,,,,,,1,,
1594,CA                  ,CA1383              ,773,,,,,,,,,,,,,,,1,,
1595,CA                  ,CA1383              ,789,,,,,,,,,,,,,,,1,,
1596,CA                  ,CA1383              ,7M8                 ,,,,,,,,,,,,,,,1,,
1597,CA                  ,CA1384              ,321,,,,,,,,,,,,,,,1,,
1598,CA                  ,CA1384              ,332,,,,,,,,,,,,,,,1,,
1599,CA                  ,CA1384              ,333,,,,,,,,,,,,,,,1,,
1600,CA                  ,CA1384              ,738,,,,,,,,,,,,,,,1,,
1601,CA                  ,CA1384              ,773,,,,,,,,,,,,,,,1,,
1602,CA                  ,CA1384              ,789,,,,,,,,,,,,,,,1,,
1603,CA                  ,CA1384              ,7M8                 ,,,,,,,,,,,,,,,1,,
1604,CA                  ,CA1385              ,738,,,,,,,,,,,,,,,1,,
1605,CA                  ,CA1386              ,738,,,,,,,,,,,,,,,1,,
1606,CA                  ,CA1391              ,738,,,,,,,,,,,,,,,1,,
1607,CA                  ,CA1392              ,738,,,,,,,,,,,,,,,1,,
1608,CA                  ,CA1393              ,321,,,,,,,,,,,,,,,1,,
1609,CA                  ,CA1393              ,332,,,,,,,,,,,,,,,1,,
1610,CA                  ,CA1393              ,333,,,,,,,,,,,,,,,1,,
1611,CA                  ,CA1393              ,738,,,,,,,,,,,,,,,1,,
1612,CA                  ,CA1393              ,773,,,,,,,,,,,,,,,1,,
1613,CA                  ,CA1394              ,321,,,,,,,,,,,,,,,1,,
1614,CA                  ,CA1394              ,332,,,,,,,,,,,,,,,1,,
1615,CA                  ,CA1394              ,333,,,,,,,,,,,,,,,1,,
1616,CA                  ,CA1394              ,738,,,,,,,,,,,,,,,1,,
1617,CA                  ,CA1394              ,773,,,,,,,,,,,,,,,1,,
1618,CA                  ,CA1397              ,321,,,,,,,,,,,,,,,1,,
1619,CA                  ,CA1397              ,332,,,,,,,,,,,,,,,1,,
1620,CA                  ,CA1397              ,333,,,,,,,,,,,,,,,1,,
1621,CA                  ,CA1397              ,738,,,,,,,,,,,,,,,1,,
1622,CA                  ,CA1397              ,773,,,,,,,,,,,,,,,1,,
1623,CA                  ,CA1397              ,789,,,,,,,,,,,,,,,1,,
1624,CA                  ,CA1398              ,321,,,,,,,,,,,,,,,1,,
1625,CA                  ,CA1398              ,332,,,,,,,,,,,,,,,1,,
1626,CA                  ,CA1398              ,333,,,,,,,,,,,,,,,1,,
1627,CA                  ,CA1398              ,738,,,,,,,,,,,,,,,1,,
1628,CA                  ,CA1398              ,773,,,,,,,,,,,,,,,1,,
1629,CA                  ,CA1398              ,789,,,,,,,,,,,,,,,1,,
1630,CA                  ,CA1398D             ,332,,,,,,,,,,,,,,,1,,
1631,CA                  ,CA1403              ,320,,,,,,,,,,,,,,,1,,
1632,CA                  ,CA1403              ,332,,,,,,,,,,,,,,,1,,
1633,CA                  ,CA1403              ,333,,,,,,,,,,,,,,,1,,
1634,CA                  ,CA1403              ,738,,,,,,,,,,,,,,,1,,
1635,CA                  ,CA1404              ,320,,,,,,,,,,,,,,,1,,
1636,CA                  ,CA1404              ,332,,,,,,,,,,,,,,,1,,
1637,CA                  ,CA1404              ,333,,,,,,,,,,,,,,,1,,
1638,CA                  ,CA1404              ,738,,,,,,,,,,,,,,,1,,
1639,CA                  ,CA1405              ,321,,,,,,,,,,,,,,,1,,
1640,CA                  ,CA1405              ,359,,,,,,,,,,,,,,,1,,
1641,CA                  ,CA1405              ,748,,,,,,,,,,,,,,,1,,
1642,CA                  ,CA1405              ,773,,,,,,,,,,,,,,,1,,
1643,CA                  ,CA1406              ,321,,,,,,,,,,,,,,,1,,
1644,CA                  ,CA1406              ,359,,,,,,,,,,,,,,,1,,
1645,CA                  ,CA1406              ,748,,,,,,,,,,,,,,,1,,
1646,CA                  ,CA1406              ,773,,,,,,,,,,,,,,,1,,
1647,CA                  ,CA1407              ,332,,,,,,,,,,,,,,,1,,
1648,CA                  ,CA1407              ,333,,,,,,,,,,,,,,,1,,
1649,CA                  ,CA1407              ,359,,,,,,,,,,,,,,,1,,
1650,CA                  ,CA1407              ,738,,,,,,,,,,,,,,,1,,
1651,CA                  ,CA1407              ,773,,,,,,,,,,,,,,,1,,
1652,CA                  ,CA1407              ,789,,,,,,,,,,,,,,,1,,
1653,CA                  ,CA1408              ,332,,,,,,,,,,,,,,,1,,
1654,CA                  ,CA1408              ,333,,,,,,,,,,,,,,,1,,
1655,CA                  ,CA1408              ,359,,,,,,,,,,,,,,,1,,
1656,CA                  ,CA1408              ,738,,,,,,,,,,,,,,,1,,
1657,CA                  ,CA1408              ,773,,,,,,,,,,,,,,,1,,
1658,CA                  ,CA1408              ,789,,,,,,,,,,,,,,,1,,
1659,CA                  ,CA1409              ,321,,,,,,,,,,,,,,,1,,
1660,CA                  ,CA1409              ,738,,,,,,,,,,,,,,,1,,
1661,CA                  ,CA1409              ,73G                 ,,,,,,,,,,,,,,,1,,
1662,CA                  ,CA1409              ,773,,,,,,,,,,,,,,,1,,
1663,CA                  ,CA1410              ,321,,,,,,,,,,,,,,,1,,
1664,CA                  ,CA1410              ,738,,,,,,,,,,,,,,,1,,
1665,CA                  ,CA1410              ,73G                 ,,,,,,,,,,,,,,,1,,
1666,CA                  ,CA1410              ,773,,,,,,,,,,,,,,,1,,
1667,CA                  ,CA1410D             ,333,,,,,,,,,,,,,,,1,,
1668,CA                  ,CA1411              ,333,,,,,,,,,,,,,,,1,,
1669,CA                  ,CA1411              ,738,,,,,,,,,,,,,,,1,,
1670,CA                  ,CA1412              ,333,,,,,,,,,,,,,,,1,,
1671,CA                  ,CA1412              ,738,,,,,,,,,,,,,,,1,,
1672,CA                  ,CA1412              ,73G                 ,,,,,,,,,,,,,,,1,,
1673,CA                  ,CA1415              ,332,,,,,,,,,,,,,,,1,,
1674,CA                  ,CA1415              ,333,,,,,,,,,,,,,,,1,,
1675,CA                  ,CA1415              ,359,,,,,,,,,,,,,,,1,,
1676,CA                  ,CA1415              ,738,,,,,,,,,,,,,,,1,,
1677,CA                  ,CA1415              ,744,,,,,,,,,,,,,,,1,,
1678,CA                  ,CA1415              ,748,,,,,,,,,,,,,,,1,,
1679,CA                  ,CA1415              ,773,,,,,,,,,,,,,,,1,,
1680,CA                  ,CA1416              ,332,,,,,,,,,,,,,,,1,,
1681,CA                  ,CA1416              ,333,,,,,,,,,,,,,,,1,,
1682,CA                  ,CA1416              ,359,,,,,,,,,,,,,,,1,,
1683,CA                  ,CA1416              ,738,,,,,,,,,,,,,,,1,,
1684,CA                  ,CA1416              ,744,,,,,,,,,,,,,,,1,,
1685,CA                  ,CA1416              ,748,,,,,,,,,,,,,,,1,,
1686,CA                  ,CA1416              ,773,,,,,,,,,,,,,,,1,,
1687,CA                  ,CA1419              ,319,,,,,,,,,,,,,,,1,,
1688,CA                  ,CA1420              ,319,,,,,,,,,,,,,,,1,,
1689,CA                  ,CA1423              ,73G                 ,,,,,,,,,,,,,,,1,,
1690,CA                  ,CA1424              ,73G                 ,,,,,,,,,,,,,,,1,,
1691,CA                  ,CA1425              ,319,,,,,,,,,,,,,,,1,,
1692,CA                  ,CA1425              ,321,,,,,,,,,,,,,,,1,,
1693,CA                  ,CA1425              ,332,,,,,,,,,,,,,,,1,,
1694,CA                  ,CA1425              ,333,,,,,,,,,,,,,,,1,,
1695,CA                  ,CA1425              ,359,,,,,,,,,,,,,,,1,,
1696,CA                  ,CA1425              ,738,,,,,,,,,,,,,,,1,,
1697,CA                  ,CA1425              ,773,,,,,,,,,,,,,,,1,,
1698,CA                  ,CA1425              ,789,,,,,,,,,,,,,,,1,,
1699,CA                  ,CA1426              ,320,,,,,,,,,,,,,,,1,,
1700,CA                  ,CA1426              ,321,,,,,,,,,,,,,,,1,,
1701,CA                  ,CA1426              ,332,,,,,,,,,,,,,,,1,,
1702,CA                  ,CA1426              ,333,,,,,,,,,,,,,,,1,,
1703,CA                  ,CA1426              ,359,,,,,,,,,,,,,,,1,,
1704,CA                  ,CA1426              ,738,,,,,,,,,,,,,,,1,,
1705,CA                  ,CA1426              ,773,,,,,,,,,,,,,,,1,,
1706,CA                  ,CA1426              ,789,,,,,,,,,,,,,,,1,,
1707,CA                  ,CA1426D             ,319,,,,,,,,,,,,,,,1,,
1708,CA                  ,CA1426D             ,321,,,,,,,,,,,,,,,1,,
1709,CA                  ,CA1426D             ,332,,,,,,,,,,,,,,,1,,
1710,CA                  ,CA1426D             ,333,,,,,,,,,,,,,,,1,,
1711,CA                  ,CA1426D             ,773,,,,,,,,,,,,,,,1,,
1712,CA                  ,CA1429              ,332,,,,,,,,,,,,,,,1,,
1713,CA                  ,CA1429              ,333,,,,,,,,,,,,,,,1,,
1714,CA                  ,CA1429              ,738,,,,,,,,,,,,,,,1,,
1715,CA                  ,CA1429              ,789,,,,,,,,,,,,,,,1,,
1716,CA                  ,CA1430              ,332,,,,,,,,,,,,,,,1,,
1717,CA                  ,CA1430              ,333,,,,,,,,,,,,,,,1,,
1718,CA                  ,CA1430              ,738,,,,,,,,,,,,,,,1,,
1719,CA                  ,CA1430              ,789,,,,,,,,,,,,,,,1,,
1720,CA                  ,CA1431              ,321,,,,,,,,,,,,,,,1,,
1721,CA                  ,CA1431              ,332,,,,,,,,,,,,,,,1,,
1722,CA                  ,CA1431              ,333,,,,,,,,,,,,,,,1,,
1723,CA                  ,CA1431              ,738,,,,,,,,,,,,,,,1,,
1724,CA                  ,CA1431              ,748,,,,,,,,,,,,,,,1,,
1725,CA                  ,CA1431              ,773,,,,,,,,,,,,,,,1,,
1726,CA                  ,CA1431              ,789,,,,,,,,,,,,,,,1,,
1727,CA                  ,CA1432              ,321,,,,,,,,,,,,,,,1,,
1728,CA                  ,CA1432              ,332,,,,,,,,,,,,,,,1,,
1729,CA                  ,CA1432              ,333,,,,,,,,,,,,,,,1,,
1730,CA                  ,CA1432              ,738,,,,,,,,,,,,,,,1,,
1731,CA                  ,CA1432              ,748,,,,,,,,,,,,,,,1,,
1732,CA                  ,CA1432              ,773,,,,,,,,,,,,,,,1,,
1733,CA                  ,CA1432              ,789,,,,,,,,,,,,,,,1,,
1734,CA                  ,CA1433              ,321,,,,,,,,,,,,,,,1,,
1735,CA                  ,CA1433              ,332,,,,,,,,,,,,,,,1,,
1736,CA                  ,CA1433              ,333,,,,,,,,,,,,,,,1,,
1737,CA                  ,CA1433              ,738,,,,,,,,,,,,,,,1,,
1738,CA                  ,CA1433              ,7M8                 ,,,,,,,,,,,,,,,1,,
1739,CA                  ,CA1434              ,321,,,,,,,,,,,,,,,1,,
1740,CA                  ,CA1434              ,332,,,,,,,,,,,,,,,1,,
1741,CA                  ,CA1434              ,333,,,,,,,,,,,,,,,1,,
1742,CA                  ,CA1434              ,738,,,,,,,,,,,,,,,1,,
1743,CA                  ,CA1434              ,7M8                 ,,,,,,,,,,,,,,,1,,
1744,CA                  ,CA1435              ,321,,,,,,,,,,,,,,,1,,
1745,CA                  ,CA1435              ,332,,,,,,,,,,,,,,,1,,
1746,CA                  ,CA1435              ,333,,,,,,,,,,,,,,,1,,
1747,CA                  ,CA1435              ,738,,,,,,,,,,,,,,,1,,
1748,CA                  ,CA1435              ,773,,,,,,,,,,,,,,,1,,
1749,CA                  ,CA1435              ,789,,,,,,,,,,,,,,,1,,
1750,CA                  ,CA1436              ,321,,,,,,,,,,,,,,,1,,
1751,CA                  ,CA1436              ,332,,,,,,,,,,,,,,,1,,
1752,CA                  ,CA1436              ,333,,,,,,,,,,,,,,,1,,
1753,CA                  ,CA1436              ,738,,,,,,,,,,,,,,,1,,
1754,CA                  ,CA1436              ,773,,,,,,,,,,,,,,,1,,
1755,CA                  ,CA1436              ,789,,,,,,,,,,,,,,,1,,
1756,CA                  ,CA1437              ,738,,,,,,,,,,,,,,,1,,
1757,CA                  ,CA1437              ,73G                 ,,,,,,,,,,,,,,,1,,
1758,CA                  ,CA1438              ,321,,,,,,,,,,,,,,,1,,
1759,CA                  ,CA1438              ,332,,,,,,,,,,,,,,,1,,
1760,CA                  ,CA1438              ,333,,,,,,,,,,,,,,,1,,
1761,CA                  ,CA1438              ,738,,,,,,,,,,,,,,,1,,
1762,CA                  ,CA1438              ,773,,,,,,,,,,,,,,,1,,
1763,CA                  ,CA1438              ,789,,,,,,,,,,,,,,,1,,
1764,CA                  ,CA1439              ,321,,,,,,,,,,,,,,,1,,
1765,CA                  ,CA1439              ,332,,,,,,,,,,,,,,,1,,
1766,CA                  ,CA1439              ,333,,,,,,,,,,,,,,,1,,
1767,CA                  ,CA1439              ,738,,,,,,,,,,,,,,,1,,
1768,CA                  ,CA1439              ,773,,,,,,,,,,,,,,,1,,
1769,CA                  ,CA1439              ,789,,,,,,,,,,,,,,,1,,
1770,CA                  ,CA1440              ,321,,,,,,,,,,,,,,,1,,
1771,CA                  ,CA1440              ,332,,,,,,,,,,,,,,,1,,
1772,CA                  ,CA1440              ,333,,,,,,,,,,,,,,,1,,
1773,CA                  ,CA1440              ,738,,,,,,,,,,,,,,,1,,
1774,CA                  ,CA1440              ,773,,,,,,,,,,,,,,,1,,
1775,CA                  ,CA1440              ,789,,,,,,,,,,,,,,,1,,
1776,CA                  ,CA1449              ,773,,,,,,,,,,,,,,,1,,
1777,CA                  ,CA1449              ,789,,,,,,,,,,,,,,,1,,
1778,CA                  ,CA1450              ,773,,,,,,,,,,,,,,,1,,
1779,CA                  ,CA1450              ,789,,,,,,,,,,,,,,,1,,
1780,CA                  ,CA1451              ,738,,,,,,,,,,,,,,,1,,
1781,CA                  ,CA1452              ,738,,,,,,,,,,,,,,,1,,
1782,CA                  ,CA1453              ,738,,,,,,,,,,,,,,,1,,
1783,CA                  ,CA1454              ,738,,,,,,,,,,,,,,,1,,
1784,CA                  ,CA1455              ,738,,,,,,,,,,,,,,,1,,
1785,CA                  ,CA1455              ,73G                 ,,,,,,,,,,,,,,,1,,
1786,CA                  ,CA1456              ,738,,,,,,,,,,,,,,,1,,
1787,CA                  ,CA1456              ,73G                 ,,,,,,,,,,,,,,,1,,
1788,CA                  ,CA1457              ,73G                 ,,,,,,,,,,,,,,,1,,
1789,CA                  ,CA1458              ,73G                 ,,,,,,,,,,,,,,,1,,
1790,CA                  ,CA1459              ,73G                 ,,,,,,,,,,,,,,,1,,
1791,CA                  ,CA1460              ,73G                 ,,,,,,,,,,,,,,,1,,
1792,CA                  ,CA1460D             ,73G                 ,,,,,,,,,,,,,,,1,,
1793,CA                  ,CA1461              ,321,,,,,,,,,,,,,,,1,,
1794,CA                  ,CA1461              ,333,,,,,,,,,,,,,,,1,,
1795,CA                  ,CA1461              ,738,,,,,,,,,,,,,,,1,,
1796,CA                  ,CA1461              ,7M8                 ,,,,,,,,,,,,,,,1,,
1797,CA                  ,CA1462              ,321,,,,,,,,,,,,,,,1,,
1798,CA                  ,CA1462              ,333,,,,,,,,,,,,,,,1,,
1799,CA                  ,CA1462              ,738,,,,,,,,,,,,,,,1,,
1800,CA                  ,CA1462              ,7M8                 ,,,,,,,,,,,,,,,1,,
1801,CA                  ,CA1463              ,319,,,,,,,,,,,,,,,1,,
1802,CA                  ,CA1463              ,321,,,,,,,,,,,,,,,1,,
1803,CA                  ,CA1463              ,332,,,,,,,,,,,,,,,1,,
1804,CA                  ,CA1463              ,333,,,,,,,,,,,,,,,1,,
1805,CA                  ,CA1463              ,738,,,,,,,,,,,,,,,1,,
1806,CA                  ,CA1463              ,7M8                 ,,,,,,,,,,,,,,,1,,
1807,CA                  ,CA1464              ,319,,,,,,,,,,,,,,,1,,
1808,CA                  ,CA1464              ,321,,,,,,,,,,,,,,,1,,
1809,CA                  ,CA1464              ,332,,,,,,,,,,,,,,,1,,
1810,CA                  ,CA1464              ,333,,,,,,,,,,,,,,,1,,
1811,CA                  ,CA1464              ,738,,,,,,,,,,,,,,,1,,
1812,CA                  ,CA1464              ,7M8                 ,,,,,,,,,,,,,,,1,,
1813,CA                  ,CA1465              ,320,,,,,,,,,,,,,,,1,,
1814,CA                  ,CA1465              ,321,,,,,,,,,,,,,,,1,,
1815,CA                  ,CA1465              ,738,,,,,,,,,,,,,,,1,,
1816,CA                  ,CA1466              ,320,,,,,,,,,,,,,,,1,,
1817,CA                  ,CA1466              ,321,,,,,,,,,,,,,,,1,,
1818,CA                  ,CA1466              ,738,,,,,,,,,,,,,,,1,,
1819,CA                  ,CA1469              ,319,,,,,,,,,,,,,,,1,,
1820,CA                  ,CA1469              ,320,,,,,,,,,,,,,,,1,,
1821,CA                  ,CA1470              ,319,,,,,,,,,,,,,,,1,,
1822,CA                  ,CA1470              ,320,,,,,,,,,,,,,,,1,,
1823,CA                  ,CA1471              ,321,,,,,,,,,,,,,,,1,,
1824,CA                  ,CA1471              ,738,,,,,,,,,,,,,,,1,,
1825,CA                  ,CA1472              ,321,,,,,,,,,,,,,,,1,,
1826,CA                  ,CA1472              ,738,,,,,,,,,,,,,,,1,,
1827,CA                  ,CA1473              ,321,,,,,,,,,,,,,,,1,,
1828,CA                  ,CA1473              ,332,,,,,,,,,,,,,,,1,,
1829,CA                  ,CA1473              ,333,,,,,,,,,,,,,,,1,,
1830,CA                  ,CA1473              ,738,,,,,,,,,,,,,,,1,,
1831,CA                  ,CA1474              ,321,,,,,,,,,,,,,,,1,,
1832,CA                  ,CA1474              ,332,,,,,,,,,,,,,,,1,,
1833,CA                  ,CA1474              ,333,,,,,,,,,,,,,,,1,,
1834,CA                  ,CA1474              ,738,,,,,,,,,,,,,,,1,,
1835,CA                  ,CA1477              ,7M8                 ,,,,,,,,,,,,,,,1,,
1836,CA                  ,CA1478              ,738,,,,,,,,,,,,,,,1,,
1837,CA                  ,CA1478              ,7M8                 ,,,,,,,,,,,,,,,1,,
1838,CA                  ,CA1479              ,321,,,,,,,,,,,,,,,1,,
1839,CA                  ,CA1479              ,332,,,,,,,,,,,,,,,1,,
1840,CA                  ,CA1479              ,333,,,,,,,,,,,,,,,1,,
1841,CA                  ,CA1479              ,738,,,,,,,,,,,,,,,1,,
1842,CA                  ,CA147R              ,7M8                 ,,,,,,,,,,,,,,,1,,
1843,CA                  ,CA1480              ,321,,,,,,,,,,,,,,,1,,
1844,CA                  ,CA1480              ,332,,,,,,,,,,,,,,,1,,
1845,CA                  ,CA1480              ,333,,,,,,,,,,,,,,,1,,
1846,CA                  ,CA1480              ,738,,,,,,,,,,,,,,,1,,
