id,flightcompany,flightnumber,flighttype,飞机编号,座位数,执飞飞机,日期,始发,计划到达,实际到达,计划起飞,实际起飞,航站楼,登机口,出口,方式,行李转盘,tag,频率,承运方
4198,HU                  ,HU7138              ,738,,,,,,,,,,,,,,,1,,
4199,HU                  ,HU7138              ,788,,,,,,,,,,,,,,,1,,
4200,HU                  ,HU7138              ,789,,,,,,,,,,,,,,,1,,
4201,HU                  ,HU7145              ,738,,,,,,,,,,,,,,,1,,
4202,HU                  ,HU7145              ,73G                 ,,,,,,,,,,,,,,,1,,
4203,HU                  ,HU7146              ,738,,,,,,,,,,,,,,,1,,
4204,HU                  ,HU7146              ,73G                 ,,,,,,,,,,,,,,,1,,
4205,HU                  ,HU7147              ,332,,,,,,,,,,,,,,,1,,
4206,HU                  ,HU7147              ,333,,,,,,,,,,,,,,,1,,
4207,HU                  ,HU7147              ,738,,,,,,,,,,,,,,,1,,
4208,HU                  ,HU7147              ,788,,,,,,,,,,,,,,,1,,
4209,HU                  ,HU7147              ,789,,,,,,,,,,,,,,,1,,
4210,HU                  ,HU7148              ,332,,,,,,,,,,,,,,,1,,
4211,HU                  ,HU7148              ,333,,,,,,,,,,,,,,,1,,
4212,HU                  ,HU7148              ,738,,,,,,,,,,,,,,,1,,
4213,HU                  ,HU7148              ,788,,,,,,,,,,,,,,,1,,
4215,HU                  ,HU714T              ,738,,,,,,,,,,,,,,,1,,
4216,HU                  ,HU7157              ,332,,,,,,,,,,,,,,,1,,
4217,HU                  ,HU7157              ,333,,,,,,,,,,,,,,,1,,
4218,HU                  ,HU7157              ,738,,,,,,,,,,,,,,,1,,
4219,HU                  ,HU7157              ,788,,,,,,,,,,,,,,,1,,
4220,HU                  ,HU7157              ,789,,,,,,,,,,,,,,,1,,
4221,HU                  ,HU7158              ,332,,,,,,,,,,,,,,,1,,
4222,HU                  ,HU7158              ,333,,,,,,,,,,,,,,,1,,
4223,HU                  ,HU7158              ,738,,,,,,,,,,,,,,,1,,
4224,HU                  ,HU7158              ,788,,,,,,,,,,,,,,,1,,
4225,HU                  ,HU7158              ,789,,,,,,,,,,,,,,,1,,
4226,HU                  ,HU7159              ,738,,,,,,,,,,,,,,,1,,
4227,HU                  ,HU7160              ,738,,,,,,,,,,,,,,,1,,
4228,HU                  ,HU7161              ,333,,,,,,,,,,,,,,,1,,
4229,HU                  ,HU7161              ,788,,,,,,,,,,,,,,,1,,
4230,HU                  ,HU7161              ,789,,,,,,,,,,,,,,,1,,
4231,HU                  ,HU7162              ,333,,,,,,,,,,,,,,,1,,
4232,HU                  ,HU7162              ,788,,,,,,,,,,,,,,,1,,
4233,HU                  ,HU7162              ,789,,,,,,,,,,,,,,,1,,
4234,HU                  ,HU7163              ,332,,,,,,,,,,,,,,,1,,
4235,HU                  ,HU7163              ,789,,,,,,,,,,,,,,,1,,
4236,HU                  ,HU7164              ,738,,,,,,,,,,,,,,,1,,
4237,HU                  ,HU7164              ,789,,,,,,,,,,,,,,,1,,
4238,HU                  ,HU7165              ,738,,,,,,,,,,,,,,,1,,
4239,HU                  ,HU7166              ,738,,,,,,,,,,,,,,,1,,
4240,HU                  ,HU7166A             ,738,,,,,,,,,,,,,,,1,,
4241,HU                  ,HU7175              ,332,,,,,,,,,,,,,,,1,,
4242,HU                  ,HU7175              ,333,,,,,,,,,,,,,,,1,,
4243,HU                  ,HU7175              ,738,,,,,,,,,,,,,,,1,,
4244,HU                  ,HU7175              ,788,,,,,,,,,,,,,,,1,,
4245,HU                  ,HU7175              ,789,,,,,,,,,,,,,,,1,,
4246,HU                  ,HU7176              ,332,,,,,,,,,,,,,,,1,,
4247,HU                  ,HU7176              ,333,,,,,,,,,,,,,,,1,,
4248,HU                  ,HU7176              ,738,,,,,,,,,,,,,,,1,,
4249,HU                  ,HU7176              ,788,,,,,,,,,,,,,,,1,,
4250,HU                  ,HU7176              ,789,,,,,,,,,,,,,,,1,,
4251,HU                  ,HU7176A             ,789,,,,,,,,,,,,,,,1,,
4252,HU                  ,HU7177              ,332,,,,,,,,,,,,,,,1,,
4253,HU                  ,HU7177              ,333,,,,,,,,,,,,,,,1,,
4254,HU                  ,HU7177              ,738,,,,,,,,,,,,,,,1,,
4255,HU                  ,HU7177              ,788,,,,,,,,,,,,,,,1,,
4256,HU                  ,HU7177              ,789,,,,,,,,,,,,,,,1,,
4257,HU                  ,HU7178              ,332,,,,,,,,,,,,,,,1,,
4258,HU                  ,HU7178              ,333,,,,,,,,,,,,,,,1,,
4259,HU                  ,HU7178              ,738,,,,,,,,,,,,,,,1,,
